ko_id	median_expression_rank	genomes_w_ko	genomes_w_motif	genomes_w_str_motif	percent_genomes_w_ko	avg_motifs_100aa_gc	avg_str_motifs_100aa_gc	a_level	b_level	c_level	description
K06173	2027	3225	64.86821705	33.5503876	99.1697417	0.010979324	0.004598803	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	"truA, PUS1; tRNA pseudouridine38-40 synthase"
K06177	2177	1438	82.05841446	44.01947149	44.21894219	0.015038752	0.00618184	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase
K06178	1201	3028	40.98414795	18.52708058	93.11193112	0.005137274	0.001890642	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rluB; 23S rRNA pseudouridine2605 synthase
K06179	1556.5	1711	84.04441847	23.61192285	52.61377614	0.011718294	0.002427989	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rluC; 23S rRNA pseudouridine955/2504/2580 synthase
K06180	1587	3249	63.12711604	35.36472761	99.90774908	0.008444503	0.003941924	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase
K06181	2437	1080	85.55555556	38.05555556	33.2103321	0.030516592	0.010749776	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rluE; 23S rRNA pseudouridine2457 synthase
K06182	1342	876	33.21917808	12.89954338	26.93726937	0.005402473	0.001418062	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rluF; 23S rRNA pseudouridine2604 synthase
K06183	1617.5	1181	27.26502964	15.15664691	36.31611316	0.005287319	0.002613724	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rsuA; 16S rRNA pseudouridine516 synthase
K06187	1706	3208	6.078553616	2.524937656	98.64698647	0.001394992	0.000536356	Genetic Information Processing	Replication and repair	Homologous recombination	recR; recombination protein RecR
K06188	1997.5	1101	15.25885559	5.177111717	33.85608856	0.002176537	0.00076553	Environmental Information Processing	Membrane transport	ABC transporters	aqpZ; aquaporin Z
K06189	1015	926	44.60043197	30.02159827	28.47478475	0.005739713	0.00341585	Environmental Information Processing	Membrane transport	ABC transporters	corC; magnesium and cobalt transporter
K06190	795	1082	19.50092421	5.175600739	33.27183272	0.005243567	0.001410176	Cellular Processes	Cell growth and death	Cell growth	ispZ; intracellular septation protein
K06193	1221	1483	26.02832097	2.697235334	45.60270603	0.014507847	0.00104284	Unclassified	Poorly characterized	General function prediction only	phnA; protein PhnA
K06195	1820	1281	12.17798595	3.825136612	39.39114391	0.006782516	0.001973924	Cellular Processes	Unclassified	Others	apaG; ApaG protein
K06196	1755	1590	34.8427673	4.842767296	48.89298893	0.003625483	0.000476208	Environmental Information Processing	Membrane transport	ABC transporters	ccdA; cytochrome c-type biogenesis protein
K06199	2497	2585	16.94390716	5.493230174	79.4895449	0.006135758	0.001820138	Environmental Information Processing	Membrane transport	ABC transporters	"crcB, FEX; fluoride exporter"
K06200	625	1122	36.54188948	13.2798574	34.50184502	0.000894572	0.000284029	Environmental Information Processing	Signal transduction	Signaling proteins	cstA; carbon starvation protein
K06201	2558	1088	10.75367647	5.330882353	33.45633456	0.001738706	0.000820271	Cellular Processes	Unclassified	Others	cutC; copper homeostasis protein
K06203	1862.5	904	36.61504425	18.5840708	27.79827798	0.007462166	0.003081728	Metabolism	Amino acid metabolism	Amino acid metabolism	cysZ; CysZ protein
K06204	1550.5	1672	13.51674641	5.322966507	51.41451415	0.003938341	0.001062187	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli	dksA; DnaK suppressor protein
K06206	1994	1046	32.791587	4.015296367	32.16482165	0.005499074	0.000569574	Metabolism	Carbohydrate metabolism	Carbohydrate metabolism	sfsA; sugar fermentation stimulation protein A
K06207	128	3122	70.69186419	29.66047406	96.00246002	0.002688485	0.000981301	Environmental Information Processing	Signal transduction	Signaling proteins	"typA, bipA; GTP-binding protein"
K06213	1164	2221	42.77352544	11.66141378	68.29643296	0.002205168	0.00051026	Environmental Information Processing	Membrane transport	ABC transporters	mgtE; magnesium transporter
K06215	270	1107	3.52303523	1.08401084	34.04059041	0.000334836	9.24E-05	Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism	"pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit"
K06217	1107	3097	24.5398773	9.202453988	95.23370234	0.002172128	0.00074296	Environmental Information Processing	Signal transduction	Signaling proteins	"phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins"
K06223	2542	941	98.72476089	33.04994687	28.93603936	0.019081982	0.004072458	Genetic Information Processing	Replication and repair	Mismatch repair	dam; DNA adenine methylase
K06287	2341	3022	26.34017207	10.55592323	92.92742927	0.00526646	0.001995617	Cellular Processes	Cell growth and death	Cell growth	maf; septum formation protein
K06346	1148.25	1400	17.07142857	4.5	43.0504305	0.004586835	0.001162082	Cellular Processes	Cell growth and death	Cell growth	jag; spoIIIJ-associated protein
K06442	1920.5	2019	28.52897474	9.410599307	62.08487085	0.004254603	0.00131723	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase
K06518	2240.5	890	15.84269663	4.943820225	27.36777368	0.009766013	0.003158457	Environmental Information Processing	Membrane transport	ABC transporters	cidA; holin-like protein
K06603	2115	829	58.50422195	31.72496984	25.49200492	0.048571377	0.024168321	Cellular Processes	Cell motility	Bacterial chemotaxis	flaG; flagellar protein FlaG
K06861	1119.25	2101	8.757734412	5.283198477	64.60639606	0.001276078	0.000771218	Environmental Information Processing	Membrane transport	ABC transporters	lptB; lipopolysaccharide export system ATP-binding protein
K06867	2550	1021	28.40352595	14.39764936	31.39606396	0.005249198	0.001878009	Unclassified	Poorly characterized	Function unknown	K06867; uncharacterized protein
K06871	2049	902	50.99778271	27.827051	27.73677737	0.004033975	0.001707662	Unclassified	Poorly characterized	Function unknown	K06871; uncharacterized protein
K06872	1795	1338	50.44843049	19.43198804	41.14391144	0.007938358	0.002519044	Unclassified	Poorly characterized	Function unknown	K06872; uncharacterized protein
K06876	1557	893	58.23068309	30.12318029	27.4600246	0.003654954	0.001731353	Unclassified	Poorly characterized	General function prediction only	K06876; deoxyribodipyrimidine photolyase-related protein
K06878	1942	1342	55.43964232	3.129657228	41.26691267	0.039255008	0.001759905	Unclassified	Poorly characterized	General function prediction only	K06878; tRNA-binding protein
K06881	1489.5	1570	17.96178344	7.579617834	48.27798278	0.001695892	0.000604048	Metabolism	Energy metabolism	Sulfur metabolism	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA
K06885	1599	851	18.68390129	6.227967098	26.16851169	0.001328296	0.000377428	Unclassified	Poorly characterized	Function unknown	K06885; uncharacterized protein
K06886	2364	1995	43.35839599	22.05513784	61.34686347	0.017556607	0.008200769	Unclassified	Poorly characterized	General function prediction only	glbN; hemoglobin
K06888	1814	1377	71.89542484	24.98184459	42.34317343	0.002531031	0.000592289	Unclassified	Poorly characterized	Function unknown	K06888; uncharacterized protein
K06889	2260.25	2210	56.28959276	26.83257919	67.95817958	0.005156722	0.001803047	Unclassified	Poorly characterized	Function unknown	K06889; uncharacterized protein
K06890	675.5	1413	4.74168436	1.203113942	43.4501845	0.000824294	0.00018152	Unclassified	Poorly characterized	Function unknown	K06890; uncharacterized protein
K06891	2396	2312	40.48442907	18.25259516	71.09471095	0.03873059	0.01958106	Genetic Information Processing	Protein processing	Protein processing	clpS; ATP-dependent Clp protease adaptor protein ClpS
K06894	1155.5	1122	94.65240642	56.77361854	34.50184502	0.001023476	0.000301646	Metabolism	Peptidases and inhibitors	Peptidases and inhibitors	yfhM; alpha-2-macroglobulin
K06895	2395.5	1278	10.17214397	3.208137715	39.29889299	0.001961577	0.00065383	Environmental Information Processing	Membrane transport	ABC transporters	"lysE, argO; L-lysine exporter family protein LysE/ArgO"
K06901	789.25	2019	63.59583952	26.10203071	62.08487085	0.002977148	0.000995454	Environmental Information Processing	Membrane transport	ABC transporters	"pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease"
K06902	1404	1650	45.63636364	25.21212121	50.73800738	0.002918514	0.001333204	Cellular Processes	Transport and catabolism	Autophagy - yeast	"UMF1; MFS transporter, UMF1 family"
K06910	2561	1420	99.01408451	61.26760563	43.66543665	0.050812695	0.021674897	Metabolism	Peptidases and inhibitors	Peptidases and inhibitors	"PEBP, TFS1; phosphatidylethanolamine-binding protein"
K06911	1862.5	2329	66.80978961	29.84113353	71.61746617	0.006628401	0.002062449	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	"PIR; quercetin 2,3-dioxygenase"
K06915	1330	1924	74.42827443	44.59459459	59.16359164	0.004015357	0.002020708	Unclassified	Poorly characterized	Function unknown	K06915; uncharacterized protein
K06916	1625	1496	75.20053476	50.73529412	46.00246002	0.008512294	0.004673374	Genetic Information Processing	Chromosome and associated proteins	Chromosome and associated proteins	zapE; cell division protein ZapE
K06917	1907	823	39.48967193	8.140947752	25.30750308	0.003151406	0.000608717	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	"selU, mnmH; tRNA 2-selenouridine synthase"
K06920	1812	1659	7.655213984	2.109704641	51.01476015	0.001598918	0.000403066	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	queC; 7-cyano-7-deazaguanine synthase
K06923	1601	1186	51.01180438	27.48735245	36.4698647	0.008303295	0.004304849	Unclassified	Poorly characterized	Function unknown	K06923; uncharacterized protein
K06925	2213	2966	24.5111261	10.24949427	91.20541205	0.009933672	0.003916093	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
K06929	2205	1702	19.03642773	4.406580494	52.33702337	0.008929571	0.002015209	Unclassified	Poorly characterized	Function unknown	K06929; uncharacterized protein
K06938	3086.75	865	21.50289017	7.283236994	26.59901599	0.027689866	0.01080043	Unclassified	Poorly characterized	Function unknown	K06938; uncharacterized protein
K06940	2336	1214	35.33772652	7.825370675	37.33087331	0.016542248	0.00297431	Unclassified	Poorly characterized	Function unknown	K06940; uncharacterized protein
K06941	1036	3065	33.01794454	7.601957586	94.2496925	0.002302904	0.000487572	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase
K06942	309	3246	4.775107825	0.831792976	99.81549815	0.000362741	7.46E-05	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	ychF; ribosome-binding ATPase
K06949	1776	2694	47.40163326	16.03563474	82.84132841	0.005041022	0.001479342	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism	"rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase"
K06950	2017.5	1398	31.04434907	11.08726753	42.98892989	0.018751615	0.009085062	Unclassified	Poorly characterized	Function unknown	K06950; uncharacterized protein
K06958	1448	2291	61.67612396	11.65429943	70.44895449	0.008066422	0.001414693	Genetic Information Processing	Messenger RNA biogenesis	Messenger RNA biogenesis	rapZ; RNase adapter protein RapZ
K06959	783	2323	55.35944899	11.6659492	71.43296433	0.001572607	0.000206533	Genetic Information Processing	Transcription	Transcription	tex; protein Tex
K06960	1872.5	1464	2.732240437	1.571038251	45.01845018	0.002740971	0.001378962	Unclassified	Poorly characterized	Function unknown	K06960; uncharacterized protein
K06966	1400	2696	36.27596439	17.95252226	82.90282903	0.005551461	0.00154016	Metabolism	Nucleotide metabolism	Purine metabolism	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase
K06969	1341.5	1872	98.82478632	49.14529915	57.56457565	0.009938945	0.003966183	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase
K06973	1309.5	1050	4.666666667	0.857142857	32.28782288	0.000798752	0.000123115	Unclassified	Poorly characterized	Function unknown	K06973; uncharacterized protein
K06975	2310	1585	14.25867508	6.43533123	48.73923739	0.009510332	0.004200712	Unclassified	Poorly characterized	Function unknown	K06975; uncharacterized protein
K06978	1694	1200	93.91666667	55.75	36.900369	0.005561524	0.002003133	Unclassified	Poorly characterized	Function unknown	K06978; uncharacterized protein
K06980	1980	1940	53.7628866	21.03092784	59.65559656	0.006110559	0.002075801	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	ygfZ; tRNA-modifying protein YgfZ
K06987	1814	998	45.39078156	17.43486974	30.68880689	0.003999126	0.001214668	Unclassified	Poorly characterized	Function unknown	K06987; uncharacterized protein
K06988	2916	978	39.0593047	16.15541922	30.07380074	0.005442994	0.001844602	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase
K06996	2657.5	1445	48.02768166	25.32871972	44.43419434	0.01455288	0.005158038	Unclassified	Poorly characterized	Function unknown	K06996; uncharacterized protein
K06997	1994	3162	48.10246679	11.76470588	97.23247232	0.009548482	0.001999983	Metabolism	Amino acid metabolism	Amino acid metabolism	"yggS, PROSC; PLP dependent protein"
K06999	2242	1854	50.91693635	18.23085221	57.01107011	0.010568475	0.002688148	Metabolism	Others	Others	K06999; phospholipase/carboxylesterase
K07001	2069	2447	72.86473233	45.72946465	75.24600246	0.008204928	0.002905292	Unclassified	Poorly characterized	General function prediction only	K07001; NTE family protein
K07002	3264.5	819	60.07326007	41.26984127	25.18450185	0.015502606	0.008595052	Unclassified	Poorly characterized	Function unknown	K07002; uncharacterized protein
K07003	1339	1114	73.07001795	29.80251346	34.25584256	0.00175386	0.000451217	Unclassified	Poorly characterized	Function unknown	K07003; uncharacterized protein
K07005	2345	1077	34.63324048	17.64159703	33.11808118	0.008840926	0.003554657	Unclassified	Poorly characterized	Function unknown	K07005; uncharacterized protein
K07006	2715	1236	45.71197411	31.7961165	38.00738007	0.007124569	0.003864339	Unclassified	Poorly characterized	Function unknown	K07006; uncharacterized protein
K07007	1840	2266	27.71403354	6.884377758	69.6801968	0.001386674	0.000287256	Metabolism	Lipid metabolism	Secondary bile acid biosynthesis	"baiN; 3-dehydro-bile acid Delta4,6-reductase"
K07008	2096	1028	49.61089494	26.07003891	31.61131611	0.007087952	0.003069101	Metabolism	Amino acid metabolism	Histidine metabolism	egtC; gamma-glutamyl hercynylcysteine S-oxide hydrolase
K07010	2334	1582	47.59797724	10.17699115	48.64698647	0.006344419	0.001280624	Metabolism	Peptidases and inhibitors	Peptidases and inhibitors	K07010; putative glutamine amidotransferase
K07011	2377	1301	42.9669485	17.98616449	40.00615006	0.003950559	0.001316448	Unclassified	NA	NA	NA
K07012	2423.5	1091	77.7268561	46.47112741	33.54858549	0.002630493	0.000959345	Cellular Processes	Prokaryotic defense system	CRISPR-Cas system	cas3; CRISPR-associated endonuclease/helicase Cas3
K07018	1520.25	1241	75.1813054	49.87912973	38.16113161	0.019269526	0.010661167	Unclassified	Poorly characterized	Function unknown	K07018; uncharacterized protein
K07019	2260	937	64.99466382	23.90608324	28.81303813	0.0082663	0.002242521	Unclassified	Poorly characterized	Function unknown	K07019; uncharacterized protein
K07023	1848.5	917	29.77099237	9.814612868	28.19803198	0.005682827	0.001802829	Unclassified	Poorly characterized	General function prediction only	K07023; putative hydrolases of HD superfamily
K07024	1529.5	2151	51.69688517	17.38726174	66.14391144	0.0039469	0.000924141	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	SPP; sucrose-6-phosphatase
K07025	2136	2707	42.55633543	18.98780938	83.24108241	0.005327127	0.001840321	Unclassified	Poorly characterized	General function prediction only	K07025; putative hydrolase of the HAD superfamily
K07027	2000	1592	37.37437186	14.76130653	48.95448954	0.003407593	0.001042576	Metabolism	Glycan metabolism	Glycan metabolism	K07027; glycosyltransferase 2 family protein
K07030	1236	1043	32.59827421	18.21668265	32.07257073	0.001382093	0.000641835	Unclassified	Poorly characterized	Function unknown	K07030; uncharacterized protein
K07032	2416	1233	32.92781833	14.19302514	37.91512915	0.012650652	0.00468234	Unclassified	Poorly characterized	Function unknown	K07032; uncharacterized protein
K07037	1635	832	36.77884615	10.81730769	25.58425584	0.001130236	0.000263955	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	pgpH; cyclic-di-AMP phosphodiesterase PgpH
K07038	2285.5	1023	34.01759531	14.27174976	31.45756458	0.004785151	0.001310594	Unclassified	Poorly characterized	General function prediction only	K07038; inner membrane protein
K07040	2435.5	2084	15.73896353	5.086372361	64.08364084	0.005081012	0.001497555	Unclassified	Poorly characterized	Function unknown	K07040; uncharacterized protein
K07042	1856.5	2796	30.32904149	14.98569385	85.97785978	0.012062408	0.005475764	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	"ybeY, yqfG; probable rRNA maturation factor"
K07043	2302	2158	62.41890639	33.50324374	66.35916359	0.015146485	0.006132915	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	upp; UTP pyrophosphatase
K07045	1680.5	1198	61.76961603	28.71452421	36.83886839	0.00709997	0.002249394	Unclassified	Poorly characterized	Function unknown	K07045; uncharacterized protein
K07047	1797	1907	69.53329837	45.77871002	58.64083641	0.003466439	0.001410682	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	nfdA; N-substituted formamide deformylase
K07052	2212	2297	48.62864606	21.37570744	70.63345633	0.00606431	0.001971996	Unclassified	Poorly characterized	Function unknown	K07052; uncharacterized protein
K07053	2015	1860	45.80645161	11.34408602	57.19557196	0.004939976	0.001260526	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	"E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase"
K07054	1645.5	1448	41.9198895	18.09392265	44.52644526	0.007218078	0.003322511	Unclassified	Poorly characterized	Function unknown	K07054; uncharacterized protein
K07056	1972	3212	45.73474471	19.08468244	98.7699877	0.006552928	0.00201546	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase
K07058	1773	2852	55.3997195	27.52454418	87.699877	0.005392591	0.00212769	Unclassified	Poorly characterized	General function prediction only	K07058; membrane protein
K07062	3440.5	1100	27.45454545	7.727272727	33.82533825	0.007762661	0.001776877	Cellular Processes	Prokaryotic defense system	Toxin-antitoxin system	fitB; toxin FitB
K07071	2235	1733	61.45412579	22.50432776	53.2902829	0.007169994	0.001846188	Unclassified	Poorly characterized	Function unknown	K07071; uncharacterized protein
K07080	968	1164	45.4467354	27.83505155	35.79335793	0.002698672	0.001319488	Unclassified	Poorly characterized	Function unknown	K07080; uncharacterized protein
K07082	1473	3026	86.8473232	23.13284865	93.0504305	0.009804285	0.002081788	Unclassified	Poorly characterized	General function prediction only	K07082; UPF0755 protein
K07088	1722	2346	56.60699062	11.76470588	72.1402214	0.005544907	0.00074168	Unclassified	NA	NA	NA
K07089	1780.25	1510	47.41721854	16.88741722	46.43296433	0.003786706	0.001189161	Unclassified	Poorly characterized	Function unknown	K07089; uncharacterized protein
K07090	1916	2986	75.58606832	38.81446752	91.8204182	0.008792694	0.002346269	Unclassified	Poorly characterized	Function unknown	K07090; uncharacterized protein
K07091	1516	1917	35.94157538	10.38080334	58.94833948	0.002690615	0.000714475	Environmental Information Processing	Membrane transport	ABC transporters	lptF; lipopolysaccharide export system permease protein
K07093	651	1221	49.38574939	22.27682228	37.54612546	0.001506114	0.000548289	Unclassified	Poorly characterized	Function unknown	K07093; uncharacterized protein
K07095	2102	1644	39.47688564	7.116788321	50.55350554	0.014057201	0.002127765	Unclassified	Poorly characterized	Function unknown	K07095; uncharacterized protein
K07098	2165.5	1715	68.4548105	39.30029155	52.73677737	0.00772703	0.002906473	Unclassified	Poorly characterized	Function unknown	K07098; uncharacterized protein
K07102	1901	1116	89.24731183	74.64157706	34.31734317	0.011513919	0.007492169	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	amgK; N-acetylmuramate 1-kinase
K07104	2128	830	43.01204819	25.30120482	25.52275523	0.014704968	0.009664352	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	"catE; catechol 2,3-dioxygenase"
K07106	1865	1370	80.1459854	7.810218978	42.12792128	0.010565379	0.000628562	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism	murQ; N-acetylmuramic acid 6-phosphate etherase
K07107	2050.5	2937	35.75076609	14.50459653	90.31365314	0.009347562	0.003339165	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	ybgC; acyl-CoA thioester hydrolase
K07112	2114	1790	42.06703911	13.40782123	55.04305043	0.005273622	0.001297939	Unclassified	Poorly characterized	Function unknown	K07112; uncharacterized protein
K07113	2364	1367	56.25457206	17.62984638	42.03567036	0.025700821	0.007060419	Unclassified	Poorly characterized	General function prediction only	fxsA; UPF0716 protein FxsA
K07114	1768	2024	76.63043478	46.93675889	62.23862239	0.005745942	0.002379153	Environmental Information Processing	Membrane transport	ABC transporters	yfbK; Ca-activated chloride channel homolog
K07115	1662	1085	99.53917051	72.16589862	33.36408364	0.033098873	0.012041496	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase
K07118	2035	848	32.31132075	13.20754717	26.07626076	0.007596157	0.002774646	Unclassified	Poorly characterized	Function unknown	K07118; uncharacterized protein
K07119	1432	1296	60.95679012	19.36728395	39.85239852	0.005247576	0.001387688	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	"PTGR3, ZADH2; prostaglandin reductase 3"
K07120	2389	899	60.73414905	27.47497219	27.64452645	0.006708545	0.001924732	Unclassified	Poorly characterized	Function unknown	K07120; uncharacterized protein
K07124	2297	1746	26.68957617	6.643757159	53.6900369	0.002650447	0.000589411	Unclassified	Poorly characterized	Function unknown	K07124; uncharacterized protein
K07126	2295	1147	46.99215344	27.2885789	35.27060271	0.00395994	0.001662688	Unclassified	Poorly characterized	Function unknown	K07126; uncharacterized protein
K07127	2815	1088	21.04779412	7.169117647	33.45633456	0.011450081	0.003729176	Metabolism	Nucleotide metabolism	Purine metabolism	"uraH, pucM, hiuH; 5-hydroxyisourate hydrolase"
K07133	2291	857	43.99066511	14.35239207	26.35301353	0.002211656	0.000499841	Unclassified	Poorly characterized	Function unknown	K07133; uncharacterized protein
K07137	1075	1202	42.67886855	15.3078203	36.96186962	0.002027853	0.000534617	Unclassified	Poorly characterized	Function unknown	K07137; uncharacterized protein
K07139	1404.5	819	50.18315018	18.43711844	25.18450185	0.00621755	0.002070422	Unclassified	Poorly characterized	Function unknown	K07139; uncharacterized protein
K07140	2553	1210	37.76859504	16.69421488	37.20787208	0.004699699	0.001726446	Unclassified	Poorly characterized	Function unknown	K07140; uncharacterized protein
K07141	2859.5	1349	35.21126761	12.82431431	41.48216482	0.006566495	0.002079425	Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	mocA; molybdenum cofactor cytidylyltransferase
K07146	1040.5	1637	18.6927306	6.597434331	50.33825338	0.002239833	0.000724378	Unclassified	Poorly characterized	General function prediction only	K07146; UPF0176 protein
K07147	1620	1283	66.48480125	27.74746687	39.45264453	0.009979697	0.003244337	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	msrP; methionine sulfoxide reductase catalytic subunit
K07152	2101	1843	43.02767227	17.03743896	56.67281673	0.007524386	0.002445221	Genetic Information Processing	Mitochondrial biogenesis	Mitochondrial biogenesis	SCO1; protein SCO1
K07154	2942.5	1176	68.70748299	32.31292517	36.16236162	0.006131889	0.001689074	Metabolism	Protein kinases	Protein kinases	hipA; serine/threonine-protein kinase HipA
K07156	2983	835	38.08383234	19.64071856	25.67650677	0.012931041	0.004451556	Environmental Information Processing	Membrane transport	ABC transporters	"copC, pcoC; copper resistance protein C"
K07157	2169	1380	35.50724638	17.24637681	42.43542435	0.008364993	0.003679693	Unclassified	Poorly characterized	Function unknown	K07157; uncharacterized protein
K07160	2213	1685	14.59940653	4.6884273	51.81426814	0.001702402	0.000494792	Metabolism	Metabolism of other amino acids	Glutathione metabolism	pxpA; 5-oxoprolinase (ATP-hydrolysing) subunit A
K07164	618	1242	45.49114332	3.05958132	38.19188192	0.008644654	0.000471116	Unclassified	Poorly characterized	Function unknown	K07164; uncharacterized protein
K07170	2107	1411	1.346562721	0.850460666	43.38868389	0.000448612	0.000269629	Unclassified	NA	NA	NA
K07171	2786	1266	13.98104265	3.949447077	38.9298893	0.007640284	0.002166219	Cellular Processes	Prokaryotic defense system	Toxin-antitoxin system	"mazF, ndoA, chpA; mRNA interferase MazF"
K07175	913.5	1477	25.52471225	5.95802302	45.41820418	0.001297963	0.000246703	Environmental Information Processing	Signal transduction	Signaling proteins	phoH2; PhoH-like ATPase
K07180	514.5	819	26.37362637	5.982905983	25.18450185	0.000718373	0.000141314	Environmental Information Processing	Signal transduction	Signaling proteins	prkA; serine protein kinase
K07182	1415	931	93.66272825	56.17615467	28.62853629	0.007360713	0.002894429	Environmental Information Processing	Signal transduction	Signaling proteins	K07182; CBS domain-containing protein
K07183	1614	1430	15.1048951	5.454545455	43.97293973	0.00307241	0.001071103	Environmental Information Processing	Signal transduction	Two-component system	"nasT; two-component system, response regulator / RNA-binding antiterminator"
K07185	2389.5	1009	92.36868186	36.47175421	31.02706027	0.042514926	0.013246078	Unclassified	NA	NA	NA
K07213	3006	1224	5.637254902	1.797385621	37.63837638	0.010101318	0.002602835	Unclassified	NA	NA	NA
K07220	855	1309	15.73720397	2.597402597	40.25215252	0.003243143	0.000548791	Unclassified	Poorly characterized	Function unknown	K07220; uncharacterized protein
K07238	1891	1555	19.22829582	8.488745981	47.81672817	0.002333344	0.000952016	Environmental Information Processing	Membrane transport	ABC transporters	"TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family"
K07240	2167	1881	54.70494418	25.67783094	57.84132841	0.005443198	0.001656996	Environmental Information Processing	Membrane transport	ABC transporters	chrA; chromate transporter
K07243	1546	985	40.81218274	21.72588832	30.28905289	0.003218713	0.001274387	Environmental Information Processing	Membrane transport	ABC transporters	"FTR, FTH1, efeU; high-affinity iron transporter"
K07245	1828.5	883	79.50169875	50.39637599	27.15252153	0.008480148	0.00504829	Environmental Information Processing	Membrane transport	ABC transporters	pcoD; copper resistance protein D
K07258	1391	2239	73.11299687	33.45243412	68.8499385	0.006030767	0.002272413	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)"
K07259	2083.5	1744	78.95642202	41.45642202	53.62853629	0.005428571	0.001896842	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)
K07263	1176	1555	81.02893891	38.84244373	47.81672817	0.002906494	0.000967274	Metabolism	Peptidases and inhibitors	Peptidases and inhibitors	pqqL; zinc protease
K07275	1490	842	87.7672209	7.244655582	25.89175892	0.016576095	0.001247699	Cellular Processes	Structural proteins	Cytoskeleton proteins	ompW; outer membrane protein
K07277	700.5	2095	38.90214797	12.60143198	64.42189422	0.001085565	0.000292892	Genetic Information Processing	Mitochondrial biogenesis	Mitochondrial biogenesis	"SAM50, TOB55, bamA; outer membrane protein insertion porin family"
K07278	1540	1197	78.44611529	48.87218045	36.80811808	0.003574898	0.001799895	Environmental Information Processing	Membrane transport	ABC transporters	tamA; translocation and assembly module TamA
K07282	2078.5	999	56.45645646	37.13713714	30.7195572	0.005530052	0.002844573	Cellular Processes	Structural proteins	Cytoskeleton proteins	"capA, pgsA; gamma-polyglutamate biosynthesis protein CapA"
