"X","genome","gene","disordered_residues","protein_length","ko_id","percent"
0,2861623431,2861624665,47,439,"K15011",0.107061503416856
0,2861623431,2861625222,63,470,"K07712",0.134042553191489
0,2861623431,2861625242,51,602,"K06207",0.0847176079734219
0,2861623431,2861625355,5,1042,"K07787",0.00479846449136276
0,2861623431,2861625418,132,566,"K02313",0.23321554770318
0,2861627031,2861627710,35,674,"K03406",0.0519287833827893
0,2861627031,2861627820,35,612,"K06207",0.0571895424836601
0,2861627031,2861628877,28,896,"K07646",0.03125
0,2861627031,2861629310,8,453,"K02313",0.0176600441501104
0,2861627031,2861629611,132,556,"K04771",0.237410071942446
0,2861627031,2861629872,0,339,"K03412",0
0,2861627031,2861629875,4,164,"K03408",0.024390243902439
0,2861627031,2861630449,97,722,"K08884",0.134349030470914
0,2861627031,2861631221,29,738,"K03406",0.0392953929539295
0,2861627031,2861631397,17,510,"K07646",0.0333333333333333
0,2861631615,2861631706,61,349,"K08884",0.174785100286533
0,2861631615,2861632017,75,490,"K02313",0.153061224489796
0,2861631615,2861632495,61,688,"K03407",0.0886627906976744
0,2861631615,2861633567,57,179,"K15012",0.318435754189944
0,2861631615,2861633923,5,1040,"K07787",0.00480769230769231
0,2861631615,2861633996,21,616,"K07182",0.0340909090909091
0,2861631615,2861634643,28,583,"K00936",0.0480274442538593
0,2861631615,2861634699,142,497,"K03092",0.285714285714286
0,2861631615,2861634802,55,472,"K07712",0.116525423728814
0,2861631615,2861634803,23,357,"K07708",0.0644257703081232
0,2861631615,2861634810,40,602,"K06207",0.0664451827242525
0,2861635078,2861635208,56,605,"K06207",0.0925619834710744
0,2861635078,2861635217,75,471,"K07712",0.159235668789809
0,2861635078,2861635438,104,495,"K03406",0.21010101010101
0,2861635078,2861635544,116,539,"K02313",0.215213358070501
0,2861635078,2861635671,13,849,"K08884",0.0153121319199058
0,2861635078,2861635672,12,840,"K08884",0.0142857142857143
0,2861635078,2861635859,10,1047,"K07787",0.00955109837631328
0,2861635078,2861637805,24,624,"K07182",0.0384615384615385
0,2861635078,2861637844,176,518,"K03092",0.33976833976834
0,2861635078,2861638220,28,179,"K15012",0.156424581005587
0,2861635078,2861639216,137,794,"K03406",0.172544080604534
0,2861639327,2861639416,7,1105,"K00936",0.00633484162895928
0,2861639327,2861639861,1,614,"K07182",0.00162866449511401
0,2861639327,2861640355,13,1294,"K07787",0.0100463678516229
0,2861639327,2861640363,0,115,"K07154",0
0,2861639327,2861640739,26,454,"K07154",0.0572687224669604
0,2861639327,2861641378,40,452,"K02313",0.0884955752212389
0,2861639327,2861641579,126,502,"K03092",0.250996015936255
0,2861639327,2861641664,7,430,"K07638",0.0162790697674419
0,2861639327,2861641953,11,1054,"K07787",0.0104364326375712
0,2861639327,2861642565,53,606,"K06207",0.0874587458745875
0,2861639327,2861642737,238,692,"K03407",0.34393063583815
0,2861643106,2861643317,50,460,"K02313",0.108695652173913
0,2861643106,2861643518,9,450,"K02484",0.02
0,2861647389,2861647443,54,289,"K03407",0.186851211072664
0,2861647389,2861647849,19,626,"K07182",0.0303514376996805
0,2861647389,2861648083,7,1031,"K07787",0.00678952473326867
0,2861647389,2861648842,7,315,"K08884",0.0222222222222222
0,2861647389,2861649321,70,602,"K06207",0.116279069767442
0,2861647389,2861649328,39,358,"K07708",0.108938547486034
0,2861647389,2861649329,66,472,"K07712",0.139830508474576
0,2861647389,2861649622,81,505,"K02313",0.16039603960396
0,2861647389,2861649819,127,498,"K03092",0.255020080321285
0,2861647389,2861649947,46,179,"K15012",0.256983240223464
0,2861651007,2861651012,12,949,"K08884",0.0126448893572181
0,2861651007,2861651053,55,396,"K03406",0.138888888888889
0,2861651007,2861651054,15,344,"K03412",0.0436046511627907
0,2861651007,2861651739,30,886,"K00990",0.0338600451467269
0,2861651007,2861651859,17,1042,"K07787",0.0163147792706334
0,2861651007,2861652397,42,469,"K07712",0.0895522388059701
0,2861651007,2861652398,51,358,"K07708",0.142458100558659
0,2861651007,2861652457,105,798,"K03406",0.131578947368421
0,2861651007,2861652476,7,449,"K02313",0.0155902004454343
0,2861651007,2861652703,38,469,"K04771",0.0810234541577825
0,2861651007,2861652778,34,614,"K06207",0.0553745928338762
0,2861651007,2861652901,10,1051,"K07787",0.00951474785918173
0,2861651007,2861653554,130,590,"K03407",0.220338983050847
0,2861651007,2861653555,0,246,"K02556",0
0,2861651007,2861653558,74,269,"K03408",0.275092936802974
0,2861651007,2861653561,71,675,"K03407",0.105185185185185
0,2861651007,2861653562,4,171,"K03408",0.0233918128654971
0,2861651007,2861653564,18,169,"K03408",0.106508875739645
0,2861653689,2861654274,55,547,"K03406",0.10054844606947
0,2861653689,2861654633,20,436,"K07638",0.0458715596330275
0,2861653689,2861654795,0,249,"K02556",0
0,2861653689,2861654900,9,104,"K08738",0.0865384615384615
0,2861653689,2861655124,13,110,"K08738",0.118181818181818
0,2861653689,2861655197,124,1228,"K00936",0.100977198697068
0,2861653689,2861655265,116,684,"K03406",0.169590643274854
0,2861653689,2861655754,69,455,"K08884",0.151648351648352
0,2861653689,2861656084,193,503,"K08884",0.383697813121272
0,2861653689,2861656220,41,603,"K06207",0.0679933665008292
0,2861653689,2861656352,36,356,"K03412",0.101123595505618
0,2861653689,2861656355,175,954,"K03406",0.183438155136268
0,2861653689,2861656356,89,763,"K03406",0.116644823066841
0,2861653689,2861656359,130,737,"K03407",0.176390773405699
0,2861653689,2861656463,105,478,"K03092",0.219665271966527
0,2861653689,2861656531,23,675,"K00936",0.0340740740740741
0,2861653689,2861656557,2,286,"K02556",0.00699300699300699
0,2861653689,2861656574,1,858,"K00990",0.00116550116550117
0,2861653689,2861656871,187,669,"K03407",0.279521674140508
0,2861653689,2861657083,50,465,"K07712",0.10752688172043
0,2861653689,2861657084,4,357,"K07708",0.0112044817927171
0,2861653689,2861657098,19,517,"K07712",0.0367504835589942
0,2861653689,2861657100,55,723,"K08884",0.0760719225449516
0,2861653689,2861657264,20,454,"K02313",0.0440528634361234
0,2861653689,2861657444,63,485,"K04771",0.129896907216495
0,2861657729,2861659141,118,479,"K03092",0.246346555323591
0,2861657729,2861659206,24,451,"K07154",0.0532150776053215
0,2861657729,2861659431,29,623,"K07182",0.0465489566613162
0,2861657729,2861659460,38,876,"K00990",0.04337899543379
0,2861657729,2861659620,34,464,"K02313",0.0732758620689655
0,2861657729,2861659634,7,439,"K07154",0.0159453302961276
0,2861657729,2861659832,69,608,"K06207",0.113486842105263
0,2861657729,2861659834,27,363,"K07708",0.0743801652892562
0,2861657729,2861659835,54,477,"K07712",0.113207547169811
0,2861657729,2861660230,237,723,"K03407",0.327800829875519
0,2861657729,2861660232,0,247,"K02556",0
0,2861657729,2861660235,114,292,"K03408",0.39041095890411
0,2861672352,2861673179,4,153,"K03408",0.0261437908496732
0,2861672352,2861673180,77,679,"K03407",0.11340206185567
0,2861672352,2861673652,19,383,"K04771",0.0496083550913838
0,2861672352,2861675507,45,694,"K03406",0.0648414985590778
0,2861672352,2861675509,31,693,"K03406",0.0447330447330447
0,2861672352,2861676855,6,445,"K02313",0.0134831460674157
0,2861677110,2861677339,0,517,"K07793",0
0,2861677110,2861677545,72,516,"K03406",0.13953488372093
0,2861677110,2861677554,2,290,"K02556",0.00689655172413793
0,2861677110,2861678159,99,483,"K03092",0.204968944099379
0,2861677110,2861678650,114,681,"K07182",0.167400881057269
0,2861677110,2861679308,79,450,"K03092",0.175555555555556
0,2861677110,2861679466,34,530,"K03406",0.0641509433962264
0,2861677110,2861679510,83,885,"K00990",0.0937853107344633
0,2861677110,2861679588,36,455,"K07638",0.0791208791208791
0,2861677110,2861679792,41,130,"K08738",0.315384615384615
0,2861677110,2861679939,0,110,"K08738",0
0,2861677110,2861679967,110,522,"K07712",0.210727969348659
0,2861677110,2861680167,112,495,"K04771",0.226262626262626
0,2861677110,2861680321,43,606,"K06207",0.070957095709571
0,2861677110,2861680388,66,913,"K07646",0.072289156626506
0,2861677110,2861680484,33,472,"K02313",0.0699152542372881
0,2861680764,2861680838,90,872,"K08884",0.103211009174312
0,2861680764,2861680955,71,885,"K08884",0.080225988700565
0,2861680764,2861680962,14,358,"K08884",0.0391061452513966
0,2861680764,2861680986,86,470,"K04771",0.182978723404255
0,2861680764,2861681137,67,601,"K06207",0.111480865224626
0,2861680764,2861681144,53,847,"K08884",0.0625737898465171
0,2861680764,2861681392,20,1039,"K07787",0.0192492781520693
0,2861680764,2861681933,66,920,"K08884",0.0717391304347826
0,2861680764,2861682031,105,1013,"K08884",0.10365251727542
0,2861680764,2861682152,43,934,"K08884",0.0460385438972163
0,2861680764,2861682401,79,1001,"K08884",0.0789210789210789
0,2861680764,2861682410,224,652,"K08884",0.343558282208589
0,2861680764,2861682423,16,457,"K07712",0.0350109409190372
0,2861680764,2861682424,80,338,"K07708",0.236686390532544
0,2861680764,2861682583,93,785,"K08884",0.118471337579618
0,2861680764,2861682680,88,906,"K08884",0.0971302428256071
0,2861680764,2861682682,59,605,"K07182",0.0975206611570248
0,2861680764,2861682703,72,820,"K08884",0.0878048780487805
0,2861680764,2861683037,106,584,"K08884",0.181506849315068
0,2861680764,2861683188,31,883,"K00990",0.0351075877689694
0,2861680764,2861683204,71,762,"K08884",0.0931758530183727
0,2861680764,2861683236,81,920,"K08884",0.0880434782608696
0,2861680764,2861683535,12,450,"K02313",0.0266666666666667
0,2861683924,2861684001,109,664,"K03406",0.164156626506024
0,2861683924,2861684230,84,469,"K03092",0.17910447761194
0,2861683924,2861684332,14,449,"K04771",0.0311804008908686
0,2861683924,2861684414,20,643,"K07182",0.031104199066874
0,2861683924,2861684417,60,465,"K04771",0.129032258064516
0,2861683924,2861684568,104,659,"K03406",0.157814871016692
0,2861683924,2861684580,13,425,"K07154",0.0305882352941176
0,2861683924,2861684582,8,409,"K07154",0.019559902200489
0,2861683924,2861684661,71,358,"K03412",0.198324022346369
0,2861683924,2861684667,153,600,"K03407",0.255
0,2861683924,2861684706,0,611,"K07182",0
0,2861683924,2861684723,40,465,"K02313",0.0860215053763441
0,2861683924,2861684939,17,482,"K07712",0.0352697095435685
0,2861683924,2861685028,82,589,"K03406",0.139219015280136
0,2861683924,2861685034,6,171,"K03408",0.0350877192982456
0,2861683924,2861685454,19,170,"K03408",0.111764705882353
0,2861683924,2861685597,1,441,"K07154",0.00226757369614512
0,2861683924,2861685952,0,899,"K00990",0
0,2861688124,2861688747,117,566,"K06207",0.206713780918728
0,2861688124,2861689170,49,983,"K00990",0.0498474059003052
0,2861688124,2861689202,16,461,"K07638",0.03470715835141
0,2861688124,2861689246,26,480,"K07712",0.0541666666666667
0,2861688124,2861689247,18,368,"K07708",0.0489130434782609
0,2861688124,2861689350,7,450,"K02484",0.0155555555555556
0,2861688124,2861689800,128,509,"K04771",0.25147347740668
0,2861688124,2861689858,170,516,"K03406",0.329457364341085
0,2861688124,2861689861,153,755,"K03407",0.202649006622517
0,2861688124,2861689864,21,346,"K03412",0.0606936416184971
0,2861688124,2861689887,0,294,"K02556",0
0,2861688124,2861690960,18,441,"K03092",0.0408163265306122
0,2861688124,2861691163,118,519,"K04771",0.227360308285164
0,2861697045,2861697557,60,316,"K04771",0.189873417721519
0,2861697045,2861697558,5,924,"K00990",0.00541125541125541
0,2861697045,2861697654,32,1124,"K07787",0.0284697508896797
0,2861697045,2861697948,38,480,"K04771",0.0791666666666667
0,2861697045,2861698102,100,467,"K03092",0.214132762312634
0,2861697045,2861698340,42,877,"K07646",0.0478905359179019
0,2861697045,2861698613,28,493,"K02313",0.0567951318458418
0,2861697045,2861699350,127,532,"K04771",0.238721804511278
0,2861697045,2861700093,22,441,"K08738",0.0498866213151927
0,2861697045,2861700095,28,176,"K15012",0.159090909090909
0,2861697045,2861700096,26,438,"K15011",0.0593607305936073
0,2861697045,2861700568,93,614,"K06207",0.151465798045603
0,2861697045,2861700595,2,198,"K03412",0.0101010101010101
0,2861701969,2861702066,80,614,"K06207",0.130293159609121
0,2861701969,2861703326,20,477,"K02313",0.0419287211740042
0,2861701969,2861704247,27,333,"K04771",0.0810810810810811
0,2861701969,2861705388,34,474,"K04771",0.0717299578059072
0,2861701969,2861705798,189,569,"K04771",0.332161687170475
0,2861701969,2861706495,21,883,"K07646",0.0237825594563986
0,2861701969,2861706507,38,323,"K04771",0.117647058823529
0,2861701969,2861706939,51,952,"K00990",0.0535714285714286
0,2861701969,2861707274,35,174,"K15012",0.201149425287356
0,2861701969,2861707275,24,438,"K15011",0.0547945205479452
0,2861701969,2861707276,12,440,"K08738",0.0272727272727273
0,2861716478,2861716795,24,424,"K08738",0.0566037735849057
0,2861716478,2861716948,210,526,"K04771",0.399239543726236
0,2861716478,2861717169,0,502,"K07793",0
0,2861716478,2861717244,31,234,"K08738",0.132478632478632
0,2861716478,2861717327,38,895,"K07646",0.0424581005586592
0,2861716478,2861717475,19,480,"K07712",0.0395833333333333
0,2861716478,2861717476,32,389,"K07708",0.0822622107969152
0,2861716478,2861718107,12,104,"K08738",0.115384615384615
0,2861716478,2861718210,65,653,"K03406",0.0995405819295559
0,2861716478,2861718533,54,607,"K06207",0.0889621087314662
0,2861716478,2861718683,42,489,"K02313",0.0858895705521472
0,2861716478,2861718728,17,184,"K15012",0.0923913043478261
0,2861716478,2861718729,2,440,"K15011",0.00454545454545455
0,2861716478,2861718863,7,710,"K07182",0.00985915492957747
0,2861716478,2861719898,155,546,"K03092",0.283882783882784
0,2861716478,2861720011,4,1061,"K07787",0.00377002827521206
0,2861716478,2861720016,4,1052,"K07787",0.00380228136882129
0,2861716478,2861720063,8,304,"K07787",0.0263157894736842
0,2861716478,2861720181,93,604,"K03406",0.153973509933775
0,2861716478,2861720436,73,448,"K07154",0.162946428571429
0,2861716478,2861721105,4,156,"K03408",0.0256410256410256
0,2861716478,2861721107,15,391,"K03412",0.0383631713554987
0,2861716478,2861721187,0,503,"K07793",0
0,2861716478,2861721330,0,504,"K07793",0
0,2861716478,2861721337,83,506,"K04771",0.16403162055336
0,2861716478,2861721703,3,504,"K07793",0.00595238095238095
0,2861716478,2861721774,69,700,"K03406",0.0985714285714286
0,2861721846,2861722160,0,154,"K03408",0
0,2861721846,2861722462,72,900,"K07646",0.08
0,2861721846,2861723015,26,484,"K07712",0.0537190082644628
0,2861721846,2861723016,25,379,"K07708",0.0659630606860158
0,2861721846,2861723346,152,645,"K03406",0.235658914728682
0,2861721846,2861723748,6,460,"K07638",0.0130434782608696
0,2861721846,2861724281,211,677,"K03406",0.311669128508124
0,2861721846,2861724865,59,445,"K02484",0.132584269662921
0,2861721846,2861725124,38,351,"K03412",0.108262108262108
0,2861721846,2861725126,4,129,"K03408",0.0310077519379845
0,2861721846,2861725127,146,752,"K03407",0.194148936170213
0,2861721846,2861725531,44,433,"K15011",0.10161662817552
0,2861721846,2861725532,33,189,"K15012",0.174603174603175
0,2861721846,2861725686,172,780,"K03406",0.220512820512821
0,2861721846,2861725708,50,964,"K00990",0.0518672199170125
0,2861721846,2861725723,99,510,"K03092",0.194117647058824
0,2861721846,2861725758,4,158,"K03408",0.0253164556962025
0,2861721846,2861726073,30,609,"K06207",0.0492610837438424
0,2861721846,2861726266,38,363,"K03412",0.104683195592287
0,2861721846,2861726271,9,172,"K03408",0.0523255813953488
0,2861721846,2861726347,3,502,"K07793",0.00597609561752988
0,2861721846,2861726523,19,440,"K07154",0.0431818181818182
0,2861726604,2861727335,18,187,"K15012",0.0962566844919786
0,2861726604,2861727455,14,535,"K02313",0.0261682242990654
0,2861726604,2861727729,50,605,"K06207",0.0826446280991736
0,2861726604,2861727958,8,373,"K07708",0.0214477211796247
0,2861726604,2861727959,25,482,"K07712",0.0518672199170125
0,2861726604,2861728065,7,442,"K02484",0.0158371040723982
0,2861726604,2861728181,52,919,"K07646",0.0565832426550598
0,2861726604,2861728643,0,503,"K07793",0
0,2861726604,2861729071,76,530,"K04771",0.143396226415094
0,2861726604,2861729175,9,444,"K07638",0.0202702702702703
0,2861726604,2861730018,27,949,"K00936",0.0284510010537408
0,2861736478,2861737613,115,1388,"K00936",0.0828530259365994
0,2861736478,2861737833,221,483,"K08884",0.457556935817805
0,2861736478,2861737834,235,612,"K08884",0.383986928104575
0,2861736478,2861737944,101,512,"K02313",0.197265625
0,2861736478,2861738535,322,769,"K08884",0.418725617685306
0,2861736478,2861738536,334,602,"K08884",0.554817275747508
0,2861736478,2861738764,86,617,"K06207",0.139384116693679
0,2861736478,2861738877,6,507,"K07793",0.0118343195266272
0,2861736478,2861738923,176,636,"K08884",0.276729559748428
0,2861736478,2861739034,378,599,"K08884",0.631051752921536
0,2861736478,2861739098,50,367,"K02484",0.136239782016349
0,2861736478,2861740523,212,539,"K08884",0.393320964749536
0,2861736478,2861741138,143,481,"K02484",0.297297297297297
0,2861736478,2861741583,58,472,"K02484",0.122881355932203
0,2861736478,2861741726,42,741,"K00990",0.0566801619433198
0,2861736478,2861742564,259,574,"K08884",0.451219512195122
0,2861736478,2861743074,51,819,"K07646",0.0622710622710623
0,2861736478,2861743993,40,364,"K00936",0.10989010989011
0,2861736478,2861745220,47,466,"K02484",0.100858369098712
0,2861736478,2861745310,76,846,"K07646",0.0898345153664303
0,2861736478,2861745413,253,520,"K08884",0.486538461538462
0,2861736478,2861747020,166,423,"K08884",0.392434988179669
0,2861736478,2861747336,73,335,"K03412",0.217910447761194
0,2862975698,2862976024,46,797,"K00936",0.0577164366373902
0,2862975698,2862976089,45,413,"K07154",0.108958837772397
0,2862975698,2862976827,4,480,"K07646",0.00833333333333333
0,2862975698,2862977253,37,612,"K06207",0.0604575163398693
0,2862975698,2862977487,11,482,"K07646",0.0228215767634855
0,2862975698,2862977744,155,512,"K04771",0.302734375
0,2862975698,2862978076,25,1062,"K07787",0.0235404896421846
0,2862975698,2862978259,134,1023,"K08884",0.130987292277615
0,2862975698,2862979176,67,474,"K02313",0.141350210970464
0,2862975698,2862979823,45,257,"K08738",0.175097276264591
0,2862975698,2862980079,38,824,"K08884",0.0461165048543689
0,2862987458,2862987458,76,806,"K00936",0.0942928039702233
0,2862987458,2862988388,76,473,"K02313",0.160676532769556
0,2862987458,2862988423,64,328,"K08884",0.195121951219512
0,2862987458,2862988751,80,511,"K04771",0.156555772994129
0,2862987458,2862988899,41,612,"K06207",0.0669934640522876
0,2862987458,2862990113,3,514,"K07646",0.00583657587548638
0,2862987458,2862990117,34,326,"K08884",0.104294478527607
0,2862987458,2862990273,8,463,"K07646",0.0172786177105832
0,2862987458,2862990525,39,829,"K08884",0.0470446320868516
0,2863024190,2863025504,112,483,"K02484",0.231884057971014
0,2863024190,2863025823,299,679,"K08884",0.440353460972018
0,2863024190,2863025835,46,483,"K02484",0.0952380952380952
0,2863024190,2863025962,72,491,"K02484",0.146639511201629
0,2863024190,2863027593,137,392,"K08884",0.349489795918367
0,2863024190,2863027662,32,488,"K02484",0.0655737704918033
0,2863024190,2863028052,141,411,"K08884",0.343065693430657
0,2863024190,2863028053,309,674,"K08884",0.458456973293769
0,2863024190,2863028101,97,515,"K02313",0.188349514563107
0,2863024190,2863028579,127,496,"K02484",0.256048387096774
0,2863024190,2863028863,53,486,"K02484",0.109053497942387
0,2863024190,2863029317,69,448,"K02484",0.154017857142857
0,2863024190,2863029567,95,841,"K07646",0.112960760998811
0,2863024190,2863029589,86,784,"K00990",0.10969387755102
0,2863024190,2863030952,115,269,"K08884",0.427509293680297
0,2863024190,2863031079,179,660,"K08884",0.271212121212121
0,2863033670,2863033685,221,634,"K02313",0.348580441640379
0,2863033670,2863034044,138,420,"K08884",0.328571428571429
0,2863033670,2863034630,0,503,"K07793",0
0,2863033670,2863034666,118,870,"K07646",0.135632183908046
0,2863033670,2863034825,293,705,"K08884",0.415602836879433
0,2863033670,2863035356,35,357,"K08884",0.0980392156862745
0,2863033670,2863035916,18,515,"K07793",0.0349514563106796
0,2863033670,2863036180,16,508,"K07793",0.031496062992126
0,2863033670,2863037519,13,378,"K00936",0.0343915343915344
0,2863033670,2863039217,196,496,"K08884",0.395161290322581
0,2863033670,2863039218,359,666,"K08884",0.539039039039039
0,2863047402,2863047865,82,808,"K00990",0.101485148514851
0,2863047402,2863047905,78,840,"K07646",0.0928571428571429
0,2863047402,2863048014,735,1107,"K08884",0.663956639566396
0,2863047402,2863048019,256,641,"K08884",0.399375975039002
0,2863047402,2863048049,74,329,"K03412",0.224924012158055
0,2863047402,2863048657,154,419,"K08884",0.367541766109785
0,2863047402,2863049089,137,521,"K08884",0.262955854126679
0,2863047402,2863049496,100,491,"K02484",0.203665987780041
0,2863047402,2863050058,287,500,"K08884",0.574
0,2863047402,2863050059,231,632,"K08884",0.365506329113924
0,2863047402,2863050086,195,602,"K02313",0.323920265780731
0,2863047402,2863050183,155,454,"K08884",0.341409691629956
0,2863047402,2863051160,253,498,"K08884",0.508032128514056
0,2863047402,2863051468,34,312,"K08884",0.108974358974359
0,2863047402,2863052378,66,466,"K08884",0.141630901287554
0,2863047402,2863052857,12,204,"K03412",0.0588235294117647
0,2863047402,2863052919,74,508,"K08884",0.145669291338583
0,2863047402,2863052921,100,461,"K08884",0.216919739696312
0,2863047402,2863052922,88,508,"K08884",0.173228346456693
0,2863047402,2863052924,32,493,"K08884",0.0649087221095335
0,2863047402,2863053102,98,804,"K07646",0.121890547263682
0,2863047402,2863054345,258,660,"K08884",0.390909090909091
0,2863047402,2863055075,187,502,"K02484",0.372509960159363
0,2863047402,2863055201,96,564,"K08884",0.170212765957447
0,2863055337,2863055371,203,612,"K02313",0.331699346405229
0,2863055337,2863056565,94,454,"K02484",0.20704845814978
0,2863055337,2863057144,79,787,"K00990",0.100381194409149
0,2863055337,2863059416,204,614,"K08884",0.332247557003257
0,2863055337,2863059680,205,541,"K08884",0.378927911275416
0,2863055337,2863059843,273,554,"K02484",0.492779783393502
0,2863055337,2863060337,290,574,"K08884",0.505226480836237
0,2863055337,2863060722,77,617,"K06207",0.124797406807131
0,2863055337,2863060937,338,557,"K08884",0.606822262118492
0,2863055337,2863061398,76,854,"K07646",0.0889929742388759
0,2863055337,2863061458,105,488,"K02484",0.215163934426229
0,2863055337,2863061482,5,814,"K08884",0.00614250614250614
0,2863055337,2863061821,229,468,"K08884",0.489316239316239
0,2863055337,2863061822,211,591,"K08884",0.357021996615905
0,2863067949,2863069382,150,418,"K08884",0.358851674641148
0,2863067949,2863069802,99,435,"K08884",0.227586206896552
0,2863067949,2863069803,289,651,"K08884",0.443932411674347
0,2863067949,2863069823,166,578,"K02313",0.28719723183391
0,2863067949,2863071026,138,483,"K02484",0.285714285714286
0,2863067949,2863071033,60,849,"K07646",0.0706713780918728
0,2863067949,2863071800,239,659,"K08884",0.362670713201821
0,2863067949,2863072014,113,867,"K07646",0.130334486735871
0,2863067949,2863073661,159,495,"K08884",0.321212121212121
0,2863067949,2863073702,198,215,"K08884",0.92093023255814
0,2863105245,2863105270,44,364,"K08884",0.120879120879121
0,2863105245,2863106181,156,445,"K08884",0.350561797752809
0,2863105245,2863107834,29,375,"K00936",0.0773333333333333
0,2863105245,2863108337,86,788,"K00990",0.109137055837563
0,2863105245,2863108451,86,861,"K07646",0.099883855981417
0,2863105245,2863108739,31,446,"K02484",0.0695067264573991
0,2863105245,2863109748,274,674,"K08884",0.406528189910979
0,2863105245,2863109975,60,493,"K02484",0.121703853955375
0,2863105245,2863110802,29,548,"K08884",0.0529197080291971
0,2863105245,2863111035,118,473,"K02484",0.249471458773784
0,2863105245,2863111343,145,398,"K08884",0.364321608040201
0,2863105245,2863111742,176,477,"K08884",0.368972746331237
0,2863105245,2863111743,272,666,"K08884",0.408408408408408
0,2863105245,2863111765,100,517,"K02313",0.193423597678917
0,2863105245,2863112945,18,207,"K03412",0.0869565217391304
0,2863105245,2863113103,34,736,"K07646",0.046195652173913
0,2863105245,2863113654,132,397,"K08884",0.332493702770781
0,2863105245,2863113947,80,462,"K02484",0.173160173160173
0,2863105245,2863114220,67,496,"K02484",0.13508064516129
0,2863215697,2863215782,104,511,"K02484",0.203522504892368
0,2863215697,2863216210,256,482,"K08884",0.531120331950207
0,2863215697,2863216294,223,686,"K08884",0.325072886297376
0,2863215697,2863216490,37,503,"K08884",0.073558648111332
0,2863215697,2863216971,312,580,"K08884",0.537931034482759
0,2863215697,2863218129,79,846,"K07646",0.0933806146572104
0,2863215697,2863218329,111,523,"K02313",0.212237093690249
0,2863215697,2863218525,228,615,"K08884",0.370731707317073
0,2863215697,2863218526,231,475,"K08884",0.486315789473684
0,2863215697,2863218775,139,1387,"K00936",0.100216294160058
0,2863215697,2863219027,131,489,"K00936",0.267893660531697
0,2863215697,2863221191,143,446,"K08884",0.320627802690583
0,2863215697,2863221567,67,843,"K07646",0.0794780545670225
0,2863215697,2863222044,233,480,"K08884",0.485416666666667
0,2863215697,2863222330,69,370,"K02484",0.186486486486486
0,2863215697,2863223592,396,831,"K08884",0.476534296028881
0,2863215697,2863223593,268,564,"K08884",0.475177304964539
0,2863215697,2863223809,82,616,"K06207",0.133116883116883
0,2863215697,2863223905,0,505,"K07793",0
0,2863215697,2863224086,342,575,"K08884",0.594782608695652
0,2863215697,2863224256,50,741,"K00990",0.0674763832658569
0,2863291047,2863291100,302,620,"K08884",0.487096774193548
0,2863291047,2863291101,215,486,"K08884",0.44238683127572
0,2863291047,2863291324,47,365,"K07154",0.128767123287671
0,2863291047,2863291346,120,1395,"K00936",0.0860215053763441
0,2863291047,2863291944,64,519,"K08884",0.123314065510597
0,2863291047,2863292094,79,542,"K03406",0.145756457564576
0,2863291047,2863292150,198,648,"K08884",0.305555555555556
0,2863291047,2863292636,285,549,"K08884",0.519125683060109
0,2863291047,2863292637,317,626,"K08884",0.506389776357827
0,2863291047,2863293366,1,507,"K07793",0.0019723865877712
0,2863291047,2863293454,86,617,"K06207",0.139384116693679
0,2863291047,2863293520,20,414,"K07154",0.0483091787439614
0,2863291047,2863293668,57,557,"K03406",0.102333931777379
0,2863291047,2863293856,86,853,"K07646",0.100820633059789
0,2863291047,2863294811,24,682,"K03406",0.0351906158357771
0,2863291047,2863295653,86,468,"K02484",0.183760683760684
0,2863291047,2863295974,347,594,"K08884",0.584175084175084
0,2863291047,2863296189,67,761,"K00990",0.088042049934297
0,2863291047,2863296672,349,559,"K08884",0.62432915921288
0,2863291047,2863296954,53,360,"K00936",0.147222222222222
0,2863291047,2863297641,52,361,"K03412",0.14404432132964
0,2863291047,2863297706,2,256,"K02556",0.0078125
0,2863291047,2863297723,159,767,"K03407",0.207301173402868
0,2863291047,2863297724,18,158,"K03408",0.113924050632911
0,2863291047,2863297858,77,514,"K03406",0.149805447470817
0,2863291047,2863297965,114,480,"K02484",0.2375
0,2863291047,2863298127,68,523,"K03406",0.130019120458891
0,2863291047,2863298154,138,521,"K02484",0.264875239923225
0,2863291047,2863298475,184,596,"K02313",0.308724832214765
0,2863340477,2863340839,127,482,"K02484",0.263485477178423
0,2863340477,2863341514,327,711,"K08884",0.459915611814346
0,2863340477,2863342023,63,385,"K08884",0.163636363636364
0,2863340477,2863342056,4,501,"K07793",0.00798403193612774
0,2863340477,2863342221,123,572,"K08884",0.215034965034965
0,2863340477,2863342308,71,470,"K02484",0.151063829787234
0,2863340477,2863343418,175,556,"K02313",0.314748201438849
0,2863340477,2863343442,356,663,"K08884",0.536953242835596
0,2863340477,2863343443,146,486,"K08884",0.300411522633745
0,2863340477,2863343566,11,200,"K03412",0.055
0,2863340477,2863344074,216,445,"K08884",0.485393258426966
0,2863340477,2863345047,238,511,"K08884",0.465753424657534
0,2863340477,2863345067,77,851,"K07646",0.09048178613396
0,2863340477,2863347383,99,810,"K00990",0.122222222222222
0,2863340477,2863348732,88,634,"K06207",0.138801261829653
0,2863340477,2863348793,59,581,"K08884",0.101549053356282
0,2863349733,2863350099,211,550,"K08884",0.383636363636364
