taxon_oid	genome_name	phylum_gtdbtk	class_gtdbtk	order_gtdbtk	family_gtdbtk	genus_gtdbtk	species	ANI.Cluster.ID	habitat	genome_size	total_coding	total_gc_coding	gene_count	kegg_unannotated	protein_count	percent_GC	rRNA_16s	rRNA_23s	rRNA_count_estimated	trna_count	total_motifs	str_motifs	completeness	contamination	temperature_class	multicellular	doubling_estimated	doubling_measured	reference
2828467665	Pseudochelatococcus lubricantis DSM 103870	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		Pseudochelatococcus lubricantis	14676		4626792	4116262	2732732	4239	44.82	4159	65.51	1	1	1	53	3913	1582	96.87	0.78	mesophilic	unicellular	5.733147736	NA	
2784746773	Gluconobacter oxydans DSM 3503	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans	1220		2920000	2655199	1634153	2805	44.81	2740	60.81	1	1	1	50	2462	943	100	0.5	mesophilic	unicellular	1.613523261	0.94	
2634166299	Alcanivorax sp. DSM 26293	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	Alcanivorax sp. DSM 26293	155		3706254	3289258	1959252	3475	44.81	3416	58.89	2	1	1	41	2048	647	100	0.37	mesophilic	unicellular	4.536873698	NA	
2721755863	Rheinheimera tuosuensis CGMCC 1.12461	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Arsukibacterium	Rheinheimera tuosuensis	11932		4021573	3699548	1841137	3683	44.8	3601	49.15	1	4	1	58	1697	538	100	0.59	mesophilic	unicellular	1.208369077	NA	
2528768146	Solimonas soli DSM 21787	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Solimonas	Solimonas soli	7467	Soil	4186503	3823870	2627340	3843	44.78	3785	68.51	1	1	1	44	4323	2047	100	0.36	mesophilic	unicellular	7.344913512	NA	
2617270922	Maritalea mobilis CGMCC 1.7002	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae		Maritalea mobilis	9352		3467317	3190191	1657226	3420	44.77	3367	51.36	2	2	2	41	1738	532	100	0.2	mesophilic	unicellular	2.134116132	NA	
2786546167	Aquisalibacillus elongatus DSM 18090	Firmicutes	Bacilli	Bacillales	Alkalibacillaceae		Aquisalibacillus elongatus	13475	"Aquatic, Fresh water"	2878435	2572740	979453	3085	44.76	3000	37.45	1	1	1	61	793	228	98.67	1.11	mesophilic	unicellular	2.980247437	NA	
2622736522	Pacificibacter marinus DSM 25228	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Pacificibacter marinus	3912		3870734	3457842	1817047	3825	44.76	3769	52.02	1	1	1	43	1951	583	96.82	0.71	mesophilic	unicellular	0.950529192	NA	
2615840724	Planifilum fulgidum DSM 44945	Firmicutes	Bacilli_A	Thermoactinomycetales	Thermoactinomycetaceae		Planifilum fulgidum	2931		3382342	2847441	1695522	3312	44.75	3237	58.55	3	3	3	55	2176	821	97.69	0.51	mesophilic	unicellular	9.3228986	NA	
646564506	Arcobacter nitrofigilis DSM 7299	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter nitrofigilis	5958	Plants	3192235	3007143	865439	3220	44.75	3150	28.36	4	4	4	56	657	165	99.59	2.98	mesophilic	unicellular	1.32680867	NA	
2622736435	Thalassobius gelatinovorus DSM 5887	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius	Thalassobius gelatinovorus	1257		3957105	3588433	2119137	3866	44.75	3808	58.54	1	1	1	44	2345	834	99.25	0	mesophilic	unicellular	3.620729098	NA	
2524614596	Marinococcus halotolerans DSM 16375	Firmicutes	Bacilli	Bacillales	Marinococcaceae	Marinococcus	Marinococcus halotolerans	7328	"Saline soil, Soil"	3144701	2758324	1360490	3302	44.73	3212	48.06	4	4	4	53	1125	357	98.66	1.34	mesophilic	unicellular	3.705814164	NA	
2617270932	Thermus arciformis CGMCC 1.6992	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus arciformis	9359		2442297	2308766	1593883	2672	44.72	2614	68.79	4	2	2	47	3691	1620	100	0	thermophilic	unicellular	4.28630325	NA	
2681813556	Gemmobacter megaterium DSM 26375	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter_A	Gemmobacter megaterium	11131		4168088	3811490	2478840	4075	44.71	4020	64.9	1	1	1	45	3790	1628	98.61	0.3	mesophilic	unicellular	2.320476567	NA	
2517287025	Paracoccus sp. N5	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp. N5	6917		4354541	3959725	2697465	4284	44.7	4210	67.7	3	3	3	52	3717	1462	99.39	0.15	mesophilic	unicellular	7.061247874	NA	
2671180225	Pelagibacterium sp. H642	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Pelagibacterium	Pelagibacterium sp. H642	1424		3940580	3562596	2201384	3897	44.7	3834	61.36	2	2	2	47	2384	817	99.18	0.55	mesophilic	unicellular	2.298993448	NA	
2654588174	Selenomonas ruminantium HD4	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_A	Selenomonas ruminantium	10603		3116786	2803394	1437861	2973	44.7	2889	50.14	3	1	1	64	1023	281	100	0	mesophilic	unicellular	0.712029685	0.46	"Kingsley VV et al, 1973 Bacteriological Reviews"
2522572180	Meiothermus rufus DSM 22234	Deinococcota	Deinococci	Deinococcales	Thermaceae	Meiothermus	Meiothermus rufus	7142	"Aquatic, Hot spring"	2747076	2557565	1627820	2889	44.69	2840	63.16	1	2	1	41	3435	1284	100	0.43	thermophilic	unicellular	5.736403671	NA	
2824540851	Luteimonas sp. RC10	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas sp. RC10	14575		3835589	3461495	2396671	3487	44.68	3414	69.15	2	1	1	52	3919	1820	99.66	1.12	mesophilic	unicellular	6.707382451	NA	
2574179718	"Phaeobacter inhibens T5, DSM 16374"	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	664	Aquatic	4159472	3717778	2245841	3976	44.67	3897	59.98	4	4	4	58	2634	936	99.77	0	mesophilic	unicellular	1.736095424	1.6	Martens T et al 2006 IJSEM
2690315612	Devosia sp. YR412	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp. YR412	11358		3831215	3472302	2188980	3779	44.67	3717	62.52	2	2	2	49	2363	816	98.43	0.41	mesophilic	unicellular	2.231309653	NA	
2519899691	Peptoniphilus lacrimalis DSM 7455	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus lacrimalis	1966	"Host, Human"	1849203	1685397	518117	1809	44.67	1743	30.22	4	2	2	38	323	69	99.3	0	mesophilic	unicellular	5.781882236	NA	
2597490351	Giesbergeria anulus ATCC 35958	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		Giesbergeria anulus	8964	"Aquatic, Pond water"	3420562	3142996	1824346	3254	44.65	3188	57.5	1	2	1	47	3045	1218	97.9	0.76	mesophilic	unicellular	1.675639963	NA	
2524614855	Acidaminococcus intestini DSM 21505	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini	876	"Host, Human"	2282467	2002256	1020881	2265	44.64	2190	50	2	4	2	50	842	230	100	0	mesophilic	unicellular	1.807041138	NA	
2831037008	Bartonella fuyuanensis DSM 100694	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Bartonella	Bartonella fuyuanensis	14743		1944744	1442676	562872	1734	44.64	1682	36.67	1	1	1	40	664	186	98.38	0.22	mesophilic	unicellular	9.59332397	NA	
2728369741	Brevirhabdus pacifica DSM 27767	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Brevirhabdus pacifica	2985		3424577	3110142	2079603	3291	44.64	3230	66.63	2	2	2	47	2818	1099	99.24	1.82	mesophilic	unicellular	5.762461787	NA	
2524614761	Pseudoclavibacter soli DSM 23366	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae		Pseudoclavibacter soli	7381	Soil	2223047	2071440	1335875	2110	44.64	2058	64.26	1	1	1	46	1110	325	99.71	0.19	mesophilic	unicellular	2.06304094	NA	
2693429897	Acidimangrovimonas indica DSM 24802	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Acidimangrovimonas indica	1877		4280693	3776243	2512440	4154	44.63	4101	66.29	1	1	1	42	3591	1472	99.75	1.06	mesophilic	unicellular	7.934685637	NA	
2579779170	Oceanicaulis sp. HL-87	Proteobacteria	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Oceanicaulis	Oceanicaulis sp. HL-87	8479		2743966	2527170	1598647	2664	44.63	2614	63	1	1	1	43	2075	897	99.51	0	mesophilic	unicellular	6.02982088	NA	
2517093041	Methyloversatilis discipulorum RZ94	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Methyloversatilis	Methyloversatilis discipulorum	2376		4304808	3966158	2651477	4012	44.62	3952	66.56	2	2	2	47	3611	1417	99.17	0	mesophilic	unicellular	4.428330644	NA	
2574179766	"Thiomonas sp. FB-Cd, DSM 25617"	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Thiomonas	"Thiomonas sp. FB-Cd, DSM 25617"	8340	Sediment	4388462	3902021	2449613	4156	44.61	4096	62.51	2	2	2	44	3540	1308	99.55	0.43	mesophilic	unicellular	13.83860333	NA	
2574180451	Propionivibrio pelophilus DSM 12018	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Propionivibrio	Propionivibrio pelophilus	8362	"Aquatic, Estuaries, Mud"	4259106	3851722	2387956	4185	44.61	4103	61.24	2	2	2	51	3037	1028	97.71	0.66	mesophilic	unicellular	10.68577946	NA	
2864973726	Acinetobacter schindleri S00243	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter schindleri	2225		3171976	2728323	1209732	3161	44.61	3062	42.68	1	2	1	74	1046	283	100	0.27	mesophilic	unicellular	1.076363255	NA	
2770939603	Photobacterium lutimaris CECT 7642	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium lutimaris	4291		5952688	5157906	2516510	5442	44.6	5280	47.6	3	1	1	113	2171	562	98.98	1.91	mesophilic	unicellular	0.500458851	NA	
2636416074	Salimicrobium halophilum DSM 4771	Firmicutes	Bacilli	Bacillales	Halobacillaceae	Salimicrobium	Salimicrobium halophilum	9987		3155619	2817082	1333325	3336	44.6	3245	46.55	6	6	6	60	996	297	99.33	0.56	mesophilic	unicellular	0.948006539	NA	
2524614729	"Arenimonas oryziterrae YC6267, DSM 21050"	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Arenimonas oryziterrae	2159	Rice paddies	3091755	2869464	1889230	2937	44.6	2879	65.65	2	2	2	47	2748	1151	99.66	0.43	mesophilic	unicellular	4.527139502	NA	
2795385475	Rhodothalassium salexigens DSM 2132	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Kordiimonadaceae		Rhodothalassium salexigens	3747	"Marine, Aquatic"	3358756	2985927	2052754	2933	44.6	2879	68.58	2	1	1	43	3154	1370	100	0	mesophilic	unicellular	17.91524704	6.5	"Drews G, 1981 Arch Microbiol"
2778261710	Alcanivorax sp. EA2	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	Alcanivorax sp. EA2	1571		4523939	4086676	2538489	4153	44.59	4100	61.57	1	1	1	40	3393	1233	99.94	0.19	mesophilic	unicellular	6.947629619	NA	
2503508009	"Mahella australiensis 50-1 BON, DSM 15567"	Firmicutes_A	Mahellia				Mahella australiensis	6399	Oil fields	3135972	2883369	1271537	3033	44.58	2974	43.45	3	3	3	47	1410	395	97.98	1.48	thermophilic	unicellular	16.05510739	11	
2861229971	Aquamicrobium lusatiense DSM 11099	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquamicrobium	Aquamicrobium lusatiense	16131	"Sludge, Wastewater"	4389592	3938399	2491543	4215	44.58	4122	62.6	1	1	1	48	2838	1054	99.3	0.89	mesophilic	unicellular	8.095706417	NA	
2582580747	Devosia limi DSM 17137	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia limi	2668	Commercial culture	4297655	3812692	2404500	4140	44.57	4085	62.72	0	1	1	46	2851	974	99.49	1.09	mesophilic	unicellular	1.634894579	NA	
2795385478	Rhodobacter veldkampii DSM 11550	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Rhodobacter veldkampii	14035	"Aquatic, Ponds, Human abscess, Fresh water"	3268293	2971565	1945918	3243	44.56	3185	65.14	2	2	2	44	2670	1034	98.79	0.18	mesophilic	unicellular	3.017698228	NA	
2781125706	Vibrio crassostreae 25_P_9	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio crassostreae	13396		5419575	4643076	2097897	4914	44.55	4762	44.05	5	4	4	87	1627	386	99.87	0.84	mesophilic	unicellular	3.779317614	NA	
2593339284	Defluviimonas denitrificans DSM 18921	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	UBA6273	Defluviimonas denitrificans	8821	"Aquatic, Marine"	4107985	3770031	2487350	4085	44.55	4032	65.68	1	1	1	42	2944	1055	99.7	0.38	mesophilic	unicellular	3.276397857	4.6	"Foesel BU et al, 2011 Systematic and Applied Microbiology"
2698536695	Ruegeria lacuscaerulensis DSM 11314	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Ruegeria lacuscaerulensis	426	"Aquatic, Fresh water, Marine"	3503407	3213273	2040089	3566	44.53	3507	63.01	1	1	1	46	2458	927	99.57	0.32	mesophilic	unicellular	2.928369777	NA	
2540341198	Roseomonas gilardii rosea ATCC BAA-691	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas gilardii	2131	Host	4614227	4116574	2919516	4287	44.53	4221	70.68	1	1	1	49	6163	2869	100	0	mesophilic	unicellular	7.620955729	NA	
2675903014	Thalassobacillus cyri CCM7597	Firmicutes	Bacilli	Bacillales	Halobacillaceae	Thalassobacillus	Thalassobacillus cyri	10920		4300830	3683471	1597235	4419	44.53	4312	42.49	4	4	4	71	1386	406	99.33	0	mesophilic	unicellular	3.342356327	NA	
2561511079	Selenomonas sp. FC4001	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_A	Selenomonas sp. FC4001	8102		2883069	2588579	1311943	2792	44.52	2702	49.61	4	5	4	64	926	238	100	0	mesophilic	unicellular	0.709156561	NA	
2667528169	Gracilibacillus kekensis CGMCC 1.10681	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Gracilibacillus	Gracilibacillus kekensis	10816		3981756	3403975	1242660	3849	44.51	3762	36	5	4	4	51	986	295	99.34	0.72	mesophilic	unicellular	3.313076061	NA	
649633077	"Oceanithermus profundus 506, DSM 14977"	Deinococcota	Deinococci	Deinococcales	Marinithermaceae		Oceanithermus profundus	6103	"Aquatic, Deep sea, Marine"	2439291	2282033	1603152	2445	44.5	2391	69.81	2	2	2	46	3086	1469	98.72	2.13	thermophilic	unicellular	10.88956771	NA	
2523231065	Oceanobacter kriegii DSM 6294	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oceanobacter	Oceanobacter kriegii	7176	"Aquatic, Marine, Sea water"	4507818	3975387	2225146	4035	44.49	3968	55.25	2	0	2	49	1752	477	99.48	0.37	mesophilic	unicellular	1.719793378	NA	
2770939501	Paraliobacillus ryukyuensis DSM 15140	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Paraliobacillus	Paraliobacillus ryukyuensis	3705		3095919	2647283	976461	3196	44.49	3097	36.15	1	3	1	62	727	176	99.34	1.55	mesophilic	unicellular	5.45717696	1.82	"Ishikawa M et al, 2002 J Gen Appl Microbiol"
2802428852	Azotobacter chroococcum DSM 2286	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter chroococcum	3173	Soil	4859997	4257984	2852329	4631	44.48	4515	66.14	1	1	1	55	3609	1215	99.59	0.59	mesophilic	unicellular	4.046769594	0.45	
2784746804	Melghiribacillus thermohalophilus DSM 25894	Firmicutes	Bacilli	Bacillales			Melghiribacillus thermohalophilus	13446		3015078	2562180	1096902	3105	44.48	3015	42.08	3	3	3	63	944	288	98	2.22	thermophilic	unicellular	3.683878355	NA	
2561511220	Persephonella lauensis KM09_Lau8	Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Persephonella	Persephonella lauensis	8127		2074826	1970893	683835	2257	44.48	2207	34.44	2	2	2	40	1054	385	98.98	0.95	thermophilic	unicellular	4.871184641	NA	
2773857760	Exiguobacterium sp. B203-G5 25_7	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A	Exiguobacterium sp. B203-G5 25_7	13103		3036961	2738300	1314182	3200	44.47	3115	47.04	4	2	2	59	842	215	100	0.33	mesophilic	unicellular	0.705887134	NA	
2634166329	Alicyclobacillus hesperidum DSM 12489	Firmicutes	Alicyclobacillia	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus hesperidum	1244		2859702	2575473	1400342	2956	44.45	2845	53.91	2	2	2	71	1387	409	98.43	0	thermophilic	unicellular	9.2660335	0.54	
2507149024	"Desulfitobacterium metallireducens 853-15A, DSM 15288"	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae		Desulfitobacterium metallireducens	6502	"Aquatic, Sediment"	3176073	2799780	1194607	3152	44.45	3037	41.89	8	8	8	72	1098	318	99.36	0.98	mesophilic	unicellular	8.184167593	NA	
2651870362	Lactococcus garvieae M79	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae	81		2160162	1908557	756345	2198	44.45	2122	38.56	5	5	5	50	444	79	100	0.19	mesophilic	unicellular	0.148161409	0.9	"Aguado-Urda M et al, 2013 Plos one"
2667528162	Martelella mediterranea USBA-857	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Martelella	Martelella mediterranea	10813		4632897	4100335	2503944	4313	44.45	4244	60.27	2	1	1	48	2950	1071	99.22	0.68	mesophilic	unicellular	2.379804917	NA	
2838095286	Rhodocyclus tenuis DSM 109	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae		Rhodocyclus tenuis	15299		3852278	3511100	2282842	3606	44.45	3537	64.71	1	1	1	50	3269	1227	99.76	0.63	mesophilic	unicellular	9.196626994	NA	
2861226885	Oleiagrimonas soli DSM 107085	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae		Oleiagrimonas soli	4532		3373182	3038274	2026613	3085	44.44	3015	66.28	2	2	2	49	2695	1148	99.54	0.41	mesophilic	unicellular	14.66004768	NA	
2687453745	Yoonia litorea DSM 29433	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Yoonia litorea	11336		3323467	3089987	1784580	3362	44.44	3310	57.47	1	1	1	40	2155	764	99.7	0.08	mesophilic	unicellular	1.740501491	NA	
649633056	"Ilyobacter polytropus CuHBu1, DSM 2926"	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae		Ilyobacter polytropus	6098	"Aquatic, Marine, Mud"	3132314	2735146	971774	3042	44.44	2934	34.37	8	8	8	79	574	137	100	0	mesophilic	unicellular	1.522668599	2.4	"Stieb M et al, 1984 Arch Microbiol"
2616644811	Solimonas aquatica DSM 25927	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Solimonas	Solimonas aquatica	9267		4427055	4027533	2679107	3993	44.43	3897	66.14	3	3	3	50	3962	1756	99.05	0.95	mesophilic	unicellular	5.644663704	NA	
2636416060	Terribacillus saccharophilus DSM 21619	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Terribacillus	Terribacillus saccharophilus	1820		3632506	3242671	1404013	3793	44.42	3717	42.53	6	3	3	45	996	298	98.68	0.44	mesophilic	unicellular	0.533912484	NA	
2619619642	Yoonia tamlensis DSM 26879	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Yoonia tamlensis	9478		3190947	2961722	1697279	3274	44.41	3218	56.88	1	3	1	42	1927	670	99.39	0.3	mesophilic	unicellular	1.565814013	NA	
2617270770	Alkalimonas amylolytica CGMCC 1.3430	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae		Alkalimonas amylolytica	9300		4060055	3729414	1943522	3713	44.41	3637	51.53	4	5	4	49	1661	482	99.66	1.06	mesophilic	unicellular	2.772425466	NA	
2756170234	Aminivibrio pyruvatiphilus DSM 25964	Synergistota	Synergistia	Synergistales	Aminobacteriaceae		Aminivibrio pyruvatiphilus	12710		3347494	3049713	1840762	3061	44.4	3005	59.65	4	1	1	44	2337	697	100	0.77	thermophilic	unicellular	7.949184386	NA	
2585428065	Tepidibacter thalassicus DSM 15285	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Tepidibacter	Tepidibacter thalassicus	8665	"Aquatic, Deep sea, Marine"	2234370	2030138	572801	2322	44.4	2258	27.86	10	10	10	27	428	114	97.9	0.7	thermophilic	unicellular	3.63586599	NA	
2642422525	Pelosinus fermentans R7 (v2)	Firmicutes_C	Negativicutes	Propionisporales	Pelosinaceae	Pelosinus	Pelosinus fermentans	326	Sediment	5027115	4349874	1773311	4805	44.39	4664	39.79	9	9	9	77	1596	441	100	0.95	mesophilic	unicellular	5.737645179	NA	
2829832560	Thalassospira tepidiphila DSM 18888	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	Thalassospira tepidiphila	14703		4408247	3925972	2183703	4147	44.39	4070	54.91	1	1	1	55	2196	659	100	0	mesophilic	unicellular	8.022995719	NA	
2675903216	Propionibacterium cyclohexanicum DSM 16859	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium cyclohexanicum	10989	"Fruits, Plants"	2808950	2520754	1688716	2582	44.38	2525	66.86	1	1	1	45	2082	747	98.46	0	mesophilic	unicellular	5.487356441	NA	
2505679040	Aminobacter sp. J44	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquamicrobium_A	Aminobacter sp. J44	1829		4186064	3714710	2377525	4094	44.38	4016	63.43	1	2	1	52	2610	911	99.33	0.96	mesophilic	unicellular	2.514978351	NA	
2795385456	Rubrivivax gelatinosus DSM 1709	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rubrivivax	Rubrivivax gelatinosus	14019		5075359	4697747	3364616	4775	44.38	4711	71.44	1	2	1	47	5505	2426	99.84	0.47	mesophilic	unicellular	9.45631677	NA	
2675903063	Virgibacillus chiguensis CGMCC 1.6496	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Virgibacillus	Virgibacillus chiguensis	3918		4128320	3285229	1225183	3934	44.38	3849	36.59	6	3	3	53	1041	270	99.33	0.22	mesophilic	unicellular	4.930969555	NA	
2861595016	Geomicrobium halophilum DSM 21769	Firmicutes	Bacilli	Bacillales	Marinococcaceae		Geomicrobium halophilum	16184		3510585	2985362	1305999	3638	44.37	3529	43.06	3	1	1	57	1359	465	97.99	0.17	mesophilic	unicellular	27.38383918	NA	
2524614540	Aestuariibacter salexigens DSM 15300	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae		Aestuariibacter salexigens	7310	Sediment	3785834	3508705	1717042	3490	44.36	3419	48.45	4	2	2	45	1596	498	99.66	1.06	mesophilic	unicellular	2.609247053	NA	
2823788310	Dechloromonas sp. SG708	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Dechloromonas	Dechloromonas sp. SG708	14527		4539042	4252099	2619803	4444	44.35	4353	61.13	1	1	1	63	3415	1230	98.97	0	mesophilic	unicellular	2.793170207	NA	
2615840613	Chelatococcus sambhunathii DSM 18167	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	Chelatococcus sambhunathii	904	"Hot spring, Sediment"	4373820	3944131	2685921	4213	44.34	4147	67.77	1	1	1	49	3797	1486	99.69	0.95	thermophilic	unicellular	6.219159587	NA	
2517287017	Methyloversatilis discipulorum RZ18-153	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Methyloversatilis	Methyloversatilis discipulorum	6914		4251015	3919302	2619662	4005	44.34	3946	66.57	2	2	2	47	3535	1387	99.59	0	mesophilic	unicellular	5.032357394	NA	
2861570626	Cerasibacillus quisquiliarum DSM 15825	Firmicutes	Bacilli	Bacillales	Amphibacillaceae		Cerasibacillus quisquiliarum	16177		2792598	2390816	862873	2925	44.31	2808	35.37	3	1	1	57	783	214	97.35	1.21	mesophilic	unicellular	10.1326958	NA	
2770939557	Eoetvoesia caeni DSM 25520	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Pusillimonas	Eoetvoesia caeni	12997		4752396	4293486	2558244	4593	44.31	4509	58.92	1	1	1	45	3341	1198	100	0.08	mesophilic	unicellular	6.639753032	NA	
2861721846	Shinella fusca DSM 21319	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Shinella fusca	16208		4851211	4363842	2896630	4757	44.31	4650	65.73	1	1	1	51	2923	1019	99.42	0.39	mesophilic	unicellular	2.664576618	NA	
2639762507	Halarsenatibacter silvermanii SLAS-1	Firmicutes_F	Halanaerobiia	Halanaerobiales			Halarsenatibacter silvermanii	10007		2718640	2398608	1109712	2648	44.3	2589	45.07	3	1	1	44	1112	354	96.93	0.88	mesophilic	unicellular	10.30975385	NA	
2675903221	Halolactibacillus miurensis DSM 17074	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Halolactibacillus	Halolactibacillus miurensis	2287		3168606	2779929	1108042	3097	44.3	3014	39.1	3	2	2	57	721	179	99.34	0.66	mesophilic	unicellular	1.038527332	1.02	"Ishikawa M et al, 2005 IJSEM"
2675903136	Salinibacillus kushneri CGMCC 1.3566	Firmicutes	Bacilli	Bacillales	Alkalibacillaceae		Salinibacillus kushneri	10958		3488694	2957419	1125822	3625	44.3	3541	37.4	7	1	1	53	942	244	99.33	1.56	mesophilic	unicellular	3.88307278	NA	
2582580729	Porphyrobacter sanguineus DSM 11032	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter	Porphyrobacter sanguineus	4109		2978798	2717939	1743820	2865	44.29	2811	63.81	1	1	1	44	2649	1180	99.48	0	mesophilic	unicellular	5.602545011	NA	
2509887032	"Halonatronum saccharophilum Z-7986, DSM 13868"	Firmicutes_F	Halanaerobiia	Halobacteroidales	Halobacteroidaceae		Halonatronum saccharophilum	6608	"Aquatic, Mud"	2884521	2453347	843103	2838	44.29	2727	33.44	2	6	2	77	627	151	98.26	0.87	thermophilic	unicellular	2.706311952	3.14	
